session_id,set_id,directory,image_count,chosen_index,chosen_path,crop_x1,crop_y1,crop_x2,crop_y2,timestamp,image_0_path,image_0_stage,width_0,height_0,image_1_path,image_1_stage,width_1,height_1
2025-10-04 21:23:51,t_e279638ee2b2,mojo1,2,1,mojo1/20250708_060530_stage2_upscaled.png,0.0,0.0673828125,0.54736328125,0.61474609375,2025-10-05T01:24:18.152546Z,mojo1/20250708_060416_stage1_generated.png,stage1_generated,1024,1024,mojo1/20250708_060530_stage2_upscaled.png,stage2_upscaled,2048,2048
2025-10-08 14:46:56,crop_20250705_230713_stage3_enhanced,crop,1,0,crop/20250705_230713_stage3_enhanced.png,0.0,66.0,1787.0,1853.0,2025-10-08T18:47:32.429632Z,crop/20250705_230713_stage3_enhanced.png,stage3_enhanced,3072,3072,,,,
2025-10-08 14:46:56,crop_20250705_234620_stage3_enhanced,crop,1,0,crop/20250705_234620_stage3_enhanced.png,0.0,335.0,1651.0,1986.0,2025-10-08T18:47:32.824198Z,crop/20250705_234620_stage3_enhanced.png,stage3_enhanced,3072,3072,,,,
2025-10-08 14:46:56,crop_20250705_235648_stage3_enhanced,crop,1,0,crop/20250705_235648_stage3_enhanced.png,0.0,108.0,1561.0,1669.0,2025-10-08T18:47:33.186840Z,crop/20250705_235648_stage3_enhanced.png,stage3_enhanced,3072,3072,,,,
2025-10-08 14:46:56,dalia_hannah_20250725_142242_stage1.5_face_swapped,crop/dalia_hannah,1,0,crop/dalia_hannah/20250725_142242_stage1.5_face_swapped.png,55.0,3.0,711.0,963.0,2025-10-08T18:57:31.617925Z,crop/dalia_hannah/20250725_142242_stage1.5_face_swapped.png,stage1.5_face_swapped,832,1216,,,,
2025-10-08 14:46:56,dalia_hannah_20250725_151824_stage1.5_face_swapped,crop/dalia_hannah,1,0,crop/dalia_hannah/20250725_151824_stage1.5_face_swapped.png,103.0,0.0,759.0,960.0,2025-10-08T18:57:31.693672Z,crop/dalia_hannah/20250725_151824_stage1.5_face_swapped.png,stage1.5_face_swapped,832,1216,,,,
2025-10-08 14:46:56,dalia_hannah_20250725_153721_stage1.5_face_swapped,crop/dalia_hannah,1,0,crop/dalia_hannah/20250725_153721_stage1.5_face_swapped.png,173.0,0.0,718.0,796.0,2025-10-08T18:57:31.749920Z,crop/dalia_hannah/20250725_153721_stage1.5_face_swapped.png,stage1.5_face_swapped,832,1216,,,,
2025-10-08 14:46:56,dalia_hannah_20250725_164634_stage1.5_face_swapped,crop/dalia_hannah,1,0,crop/dalia_hannah/20250725_164634_stage1.5_face_swapped.png,72.0,0.0,779.0,1032.0,2025-10-08T19:00:40.677400Z,crop/dalia_hannah/20250725_164634_stage1.5_face_swapped.png,stage1.5_face_swapped,832,1216,,,,
2025-10-08 14:46:56,dalia_hannah_20250725_175541_stage1.5_face_swapped,crop/dalia_hannah,1,0,crop/dalia_hannah/20250725_175541_stage1.5_face_swapped.png,125.0,0.0,601.0,695.0,2025-10-08T19:00:40.721593Z,crop/dalia_hannah/20250725_175541_stage1.5_face_swapped.png,stage1.5_face_swapped,832,1216,,,,
2025-10-08 14:46:56,dalia_hannah_20250725_182142_stage1.5_face_swapped,crop/dalia_hannah,1,0,crop/dalia_hannah/20250725_182142_stage1.5_face_swapped.png,79.0,0.0,759.0,993.0,2025-10-08T19:00:40.803275Z,crop/dalia_hannah/20250725_182142_stage1.5_face_swapped.png,stage1.5_face_swapped,832,1216,,,,
